"Name","School","Rating"
"Isaiah Swope","Saint Louis",80.1733166666667
"Flory Bidunga","Kansas",80.1697
"Terrence Edwards Jr.","Louisville",80.1587
"John Poulakidas","Yale",80.1562833333333
"Sean Newman Jr.","Louisiana Tech",80.1358333333333
"Dre Davis","Mississippi",80.1289166666666
"Nimari Burnett","Michigan",80.1280166666667
"Terrance Williams II","USC",80.0922166666667
"Tylan Pope","Texas St.",80.0884166666667
"Mouhamed Dioubate","Alabama",80.0776166666667
"Marcus Boykin","Sam Houston St.",80.0767666666667
"Pharrel Payne","Texas A&M",80.0138666666667
"Zvonimir Ivisic","Arkansas",79.9577833333333
"Kalu Anya","Saint Louis",79.9440666666667
"Dwon Odom","Tulsa",79.9345833333333
"Mason Nicholson","Jacksonville St.",79.9254833333334
"Joseph Pinion","Arkansas St.",79.9187833333334
"Babacar Faye","Western Kentucky",79.9132000000001
"Jonathan Pierre","Belmont",79.9067333333333
"Tarris Reed Jr.","Connecticut",79.9025666666667
"CJ Fulton","Charleston",79.8821666666667
"Guy Ragland Jr.","Cornell",79.8771666666666
"Reyne Smith","Louisville",79.8735666666667
"AJ Clayton","Ohio",79.8538166666667
"Josh Bascoe","Bucknell",79.84985
"Christian Shumate","McNeese St.",79.8472666666666
"Kenyon Giles","UNC Greensboro",79.8413833333334
"Cameron Corhen","Pittsburgh",79.8234666666667
"Duke Miles","Oklahoma",79.8178833333333
"Taelon Peter","Liberty",79.817
"Jaden Brownell","Samford",79.7789166666667
"Nate Calmese","Washington St.",79.7603333333333
"Jordan Marsh","UNC Asheville",79.7601166666667
"Keba Keita","BYU",79.73535
"Adama Bal","Santa Clara",79.7208666666667
"Dylan Faulkner","Lipscomb",79.7120666666667
"Chris Howell","UC San Diego",79.71165
"Bash Wieland","Chattanooga",79.7111166666667
"Javian McCollum","Georgia Tech",79.7062666666667
"Jordan Ivy-Curry","UCF",79.6933666666668
"Jaron Rillie","Northern Colorado",79.6829000000001
"Tru Washington","New Mexico",79.6714
"Liam McNeeley","Connecticut",79.6661833333333
"Efton Reid","Wake Forest",79.6568333333334
"Cam Carter","LSU",79.6544999999999
"Blaise Threatt","Weber St.",79.6314166666667
"Dishon Jackson","Iowa St.",79.62795
"Tyler McGhie","UC San Diego",79.6172833333334
"Lamar Wilkerson","Sam Houston St.",79.61535
"Javon Bennett","Dayton",79.6037833333334
"Morez Johnson Jr.","Illinois",79.59935
"Obinna Anochili-Killen","Marshall",79.5956166666667
"Brooks Barnhizer","Northwestern",79.5775333333334
"Fousseyni Traore","BYU",79.5765166666667
"Connor Kochera","Davidson",79.5751833333333
"Samage Teel","Indiana St.",79.5338833333333
"Jeremy Fears Jr.","Michigan St.",79.50285
"Jordan Longino","Villanova",79.4763333333334
"Aidan Hadaway","Ohio",79.4662833333334
"Jonas Aidoo","Arkansas",79.46395
"Masiah Gilyard","Manhattan",79.4547333333333
"Jizzle James","Cincinnati",79.4474166666666
"Kendall Blue","St. Thomas",79.44315
"Ugnius Jarusevicius","Central Michigan",79.4012666666667
"Tidjiane Dioumassi","Southern",79.4002833333333
"Izaiyah Nelson","Arkansas St.",79.3892166666666
"Micah Parrish","Ohio St.",79.3526833333334
"Drake Dobbs","St. Thomas",79.35225
"Doctor Bradley","Arkansas Pine Bluff",79.2944166666667
"Tyler Harris","Washington",79.2923833333334
"Trevon Brazile","Arkansas",79.25675
"Max Klesmit","Wisconsin",79.21415
"Puff Johnson","Penn St.",79.2140333333334
"Nick Martinelli","Northwestern",79.1984333333334
"Ray'Sean Taylor","SIU Edwardsville",79.1767833333333
"Kimani Hamilton","High Point",79.1748166666667
"Matt Allocco","Notre Dame",79.1735833333333
"Carter Whitt","Belmont",79.1665666666667
"Braden Huff","Gonzaga",79.1618500000001
"Jaden Seymour","East Tennessee St.",79.1534500000001
"Milan Momcilovic","Iowa St.",79.1477166666667
"Joe Pridgen","Montana",79.1306333333334
"Micah Peavy","Georgetown",79.115
"Adam Clark","Merrimack",79.1033
"Jaxon Kohler","Michigan St.",79.09225
"Trey Campbell","Northern Iowa",79.0834333333333
"Khalif Battle","Gonzaga",79.0634833333333
"Jeremy Roach","Baylor",79.0565833333333
"Rashad King","Northeastern",79.0404166666667
"Carter Bryant","Arizona",79.0390166666666
"Rueben Chinyelu","Florida",79.0372
"Miles Rubin","Loyola Chicago",78.9975833333334
"Connor Withers","Bryant",78.9816
"Ryan Curry","Army",78.9506833333334
"Pierre Brooks","Butler",78.9468666666667
"Donovan Newby","UNC Wilmington",78.9399333333334
"Nicholas Jourdain","Memphis",78.9345166666667
"Devin Haid","Central Connecticut",78.92555
"Tyeree Bryan","Santa Clara",78.91845
"A.J. Hoggard","Vanderbilt",78.9120666666666
"Kasean Pryor","Louisville",78.8975
"Noah Reynolds","TCU",78.8875833333333
"Themus Fulks","Milwaukee",78.8597166666667
"Tramon Mark","Texas",78.8448666666666
"Dedan Thomas Jr.","UNLV",78.8417166666666
"N.J. Benson","DePaul",78.8190166666667
"Carson Towt","Northern Arizona",78.8046666666665
"Patrick McCaffery","Butler",78.7957833333334
"Boogie Fland","Arkansas",78.7784
"Aaron Scott","St. John's",78.77255
"Nate Lliteras","North Florida",78.7710166666666
"John Camden","Delaware",78.7588
"CJ Huntley","Appalachian St.",78.7511333333333
"Jean Aranguren","Hofstra",78.7316333333334
"Chase Ross","Marquette",78.71635
"Devin Dinkins","Manhattan",78.7161833333334
"Tyon Grant-Foster","Grand Canyon",78.7070000000001
"Jacari Lane","North Alabama",78.6826833333334
"Robert McCray","Jacksonville",78.67885
"Matthew Nicholson","Northwestern",78.6769
"Jaden Akins","Michigan St.",78.6641666666667
"Malik Dia","Mississippi",78.6602166666666
"Erik Reynolds II","Saint Joseph's",78.6596833333334
"Barrington Hargress","UC Riverside",78.65425
"Nick Anderson","Furman",78.6422166666667
"Javonte Brown","Rhode Island",78.6404
"Malik Moore","Montana",78.6193000000001
"Viktor Lakhin","Clemson",78.6082833333333
"Ronald Polite III","UNC Greensboro",78.6011333333332
"Marcus Adams Jr.","Cal St. Northridge",78.5792333333333
"Bryce Johnson","UMBC",78.5688666666668
"Jordan Riley","East Carolina",78.547
"Jalen Reed","LSU",78.5464166666666
"Koby Brea","Kentucky",78.5411666666666
"Isaiah Hawthorne","Northern Colorado",78.5222666666666
"Chuck Harris","SMU",78.5201
"Rowan Brumbaugh","Tulane",78.5145500000001
"Jack Payne","Idaho",78.5072666666667
"Basheer Jihad","Arizona St.",78.5014666666666
"Will Riley","Illinois",78.4612333333333
"Owen Aquino","Liberty",78.4381666666667
"Nico Galette","Youngstown St.",78.4186166666666
"Dane Erikstrup","Washington St.",78.4059833333334
"Jlynn Counter","Middle Tennessee",78.4011166666667
"Saint Thomas","USC",78.3972333333334
"Tyrone Riley IV","San Francisco",78.3971333333332
"Andrew Meadow","Boise St.",78.3923833333333
"Gabe Madsen","Utah",78.3896500000001
"Landon Lewis","Brown",78.35385
"BJ Freeman","Arizona St.",78.3523666666666
"Nazir Williams","Cornell",78.3493833333333
"Carlos Stewart","Santa Clara",78.3073
"Jase Richardson","Michigan St.",78.3028833333334
"Ethan Price","Washington St.",78.2903166666667
"Tre Coleman","Nevada",78.2786999999999
"TJ Bamba","Oregon",78.2655333333333
"Elijah Mahi","Santa Clara",78.2604666666666
"Jamar Brown","UMKC",78.2456666666666
"Jackson Paveletzke","Ohio",78.2085833333333
"George Kimble III","Eastern Kentucky",78.1972833333333
"Nolan Minessale","St. Thomas",78.1309833333333
"Tre Holloman","Michigan St.",78.1233666666666
"Cooper Bowser","Furman",78.0484166666666
"Owen Koonce","Cal Poly",78.01865
"Leon Bond III","Northern Iowa",78.00975
"Chris Manon","Vanderbilt",78.0042333333333
"Julian Hammond III","Colorado",78.0035333333334
"Khamari McGriff","UNC Wilmington",77.99645
"Ethan Taylor","Air Force",77.9820833333334
"C.J. Walker","East Carolina",77.9787499999999
"Tony Perkins","Missouri",77.9240166666666
"Myles Corey","South Alabama",77.9196333333333
"Andrej Stojakovic","California",77.9134833333334
"Simas Lukosius","Cincinnati",77.90665
"Labaron Philon","Alabama",77.8823333333333
"Delonnie Hunt","Richmond",77.8614833333333
"Sam Sherry","Elon",77.8608499999999
"Javontae Campbell","Bowling Green",77.8566833333334
"Taylor Bol Bowen","Florida St.",77.8529833333333
"Johnell Davis","Arkansas",77.8500333333334
"Wesley Yates III","USC",77.8479
"T.J. Weeks Jr.","Rider",77.8461666666667
"Josh Uduje","San Jose St.",77.8319333333333
"Kaden Metheny","Liberty",77.8281666666666
"Samet Yigitoglu","SMU",77.8146166666667
"Tre White","Illinois",77.8092166666666
"Corneilous Williams","North Alabama",77.8062166666667
"Bensley Joseph","Providence",77.7941166666666
"Tre Carroll","Florida Atlantic",77.7869833333333
"Barry Evans","Bryant",77.7747166666667
"Jalen Haynes","George Mason",77.7699333333333
"Eric Mulder","Purdue Fort Wayne",77.74655
"Darius Maddox","George Mason",77.7288166666667
"Sonny Wilson","Toledo",77.7269166666667
"Marchelus Avery","Oklahoma St.",77.7247
"Javan Buchanan","Boise St.",77.7141000000001
"Bryan Etumnu","Merrimack",77.7137999999999
"Daimion Collins","LSU",77.71365
"Ben Gold","Marquette",77.7121833333333
"Nik Graves","Charlotte",77.711
"Nate Martin","Marshall",77.7059666666667
"Modestas Kancleris","Illinois Chicago",77.7049666666667
"Eduardo Andre","West Virginia",77.7002333333334
"Dalton Banks","Illinois St.",77.6978833333333
"Jordan Sears","LSU",77.6841833333334
"Adam Miller","Arizona St.",77.6797333333332
"Tuburu Naivalurua","Oakland",77.6776166666667
"Jalen Lake","Colorado St.",77.67545
"Rob Martin","Southeast Missouri St.",77.6718
"Kenny Pohto","UC Santa Barbara",77.6686333333333
"Jordan Pope","Texas",77.6629666666666
"Matthew Van Komen","Elon",77.6606166666666
"Kobe Knox","South Florida",77.6543333333333
"Mustapha Amzil","New Mexico",77.6435333333334
"Dallin Hall","BYU",77.6352
"Malik Mack","Georgetown",77.6272166666666
"Denijay Harris","Southern Miss",77.6232666666667
"Julian Rishwain","UNLV",77.6095166666667
"James Dent Jr.","Northern Illinois",77.5908
"Eian Elmer","Miami OH",77.5812166666667
"Keeshawn Kellman","Florida Gulf Coast",77.56015
"Tre Dinkins","Duquesne",77.5464833333334
"Honor Huff","Chattanooga",77.5410666666667
"Donnie Freeman","Syracuse",77.5092
"Montavious Myrick","Eastern Kentucky",77.5051333333333
"Zavian McLean","Florida Gulf Coast",77.5029
"Henry Coleman III","Texas A&M",77.4735333333334
"Trevin Knell","BYU",77.4475166666666
"Jamal West Jr.","Nicholls St.",77.4457833333333
"Jeremiah ""Bear"" Cherry","UNLV",77.4407166666667
"Bryce Lindsay","James Madison",77.43945
"RJ Felton","East Carolina",77.4344166666667
"Dasonte Bowen","St. Bonaventure",77.4311166666667
"Roddy Gayle Jr.","Michigan",77.4195833333333
"Mady Sissoko","California",77.4024166666666
"Corey Chest","LSU",77.39085
"Isaiah Walker","Belmont",77.3855
"Duke Brennan","Grand Canyon",77.3806
"Ben Humrichous","Illinois",77.3764666666667
"Sean Smith","Western Illinois",77.3676500000001
"Dan Skillings Jr.","Cincinnati",77.3661666666667
"Jordan Ross","Saint Mary's",77.3642833333334
"Dji Bailey","LSU",77.3626166666667
