"Name","School","Rating"
"Sigrun Olafsdottir","Chattanooga Mocs",67.7880666666667
"Jalencia Pierre","SE Louisiana Lady Lions",67.7863666666667
"Jalynn Gregory","Middle Tennessee Blue Raiders",67.7752166666667
"Alyssa Brown","UNLV Lady Rebels",67.77445
"Erin Leary","Iona Gaels",67.7683333333333
"Tatum Thompson","Boise State Broncos",67.7612666666667
"Shyanne Sellers","Maryland Terrapins",67.75885
"Ashley Chea","Princeton Tigers",67.7522666666667
"JJ Quinerly","West Virginia Mountaineers",67.7516166666667
"Catherine Or","Carnegie Mellon Tartans",67.7485666666667
"Kiera Pemberton","North Dakota Fighting Hawks",67.74395
"Kennedy Calhoun","Saint Louis Billikens",67.7276833333333
"Leah Mafua","Central Arkansas Sugar Bears",67.7271333333333
"Abrie Cabana","Grand Valley State Lakers",67.7257666666667
"Deja Lee","UC Irvine Anteaters",67.7094166666667
"Ainhoa Cea","Lipscomb Bisons",67.7004166666666
"Kayla Williams","California Golden Bears",67.6983
"Kaitlyn Costner","Eastern Kentucky Colonels",67.6767
"Jasmine Kondrakiewicz","Green Bay Phoenix",67.6615666666666
"Tova Sabel","UC Davis Aggies",67.6344166666667
"Grace Cave","Omaha Mavericks",67.6263
"Alyssa Ustby","North Carolina Tar Heels",67.6254666666667
"Jaleesa Lawrence","High Point Panthers",67.6215333333333
"Reghan Grimes","Tennessee Tech Golden Eagles",67.6200666666666
"Maisie Burnham","Portland Pilots",67.59635
"Skylar Vann","Oklahoma Sooners",67.5925166666667
"Marie Kiefer","Ball State Cardinals",67.5921333333334
"Morgan Lee","Marist Red Foxes",67.5885666666667
"Kate Ellis","Findlay Oilers",67.5884166666667
"Chardonnay Hartley","Utah Tech Trailblazers",67.5848333333333
"Halli Poock","Murray State Racers",67.5825333333333
"Sidney Love","UTSA Roadrunners",67.5717
"Bridget Dunn","Kent State Golden Flashes",67.5653166666666
"Alexius Horne","SE Louisiana Lady Lions",67.5631333333333
"Ava Renninger","Fairleigh Dickinson Knights",67.5552166666667
"Sydne Tolbert","West Georgia Wolves",67.5475
"Kacey Spink","Idaho State Bengals",67.533
"Fiona Snashall","Regis Rangers",67.5314333333333
"Allie Turner","Gonzaga Bulldogs",67.5130833333334
"Emily Robinson","Oral Roberts Golden Eagles",67.5129
"Avery Collins","Concordia-Ann Arbor Cardinals",67.5116333333333
"Rayah Marshall","USC Trojans",67.4969333333334
"Desiree Wooten","North Texas Mean Green",67.4911166666666
"Faith Masonius","Seton Hall Pirates",67.4890833333333
"Megan Norris","UC Davis Aggies",67.4867
"Trinity Hardy","Army Black Knights",67.4760166666667
"Izzy Higginbottom","Arkansas Razorbacks",67.4738333333334
"Lee Volker","Marquette Golden Eagles",67.4727333333333
"Jordan Holman","Little Rock Trojans",67.4659333333333
"Jillian Hayes","Cincinnati Bearcats",67.4474166666667
"Sammi Mikonowicz","Toledo Rockets",67.4473666666666
"Anaya Brown","UT Martin Skyhawks",67.4471666666666
"Anne Bair","Colgate Raiders",67.4404166666667
"Olivia Olsen","Providence Friars",67.4341666666666
"Emily Isaacson","Utah Tech Trailblazers",67.4271
"Laniah Randle","Missouri Tigers",67.4164166666666
"Stefanie Kulesza","Massachusetts Minutewomen",67.3942166666666
"Savannah Tucker","Long Beach State Beach",67.3855
"Maia Jones","Saint Mary's Gaels",67.3841166666666
"Raelyn Kelty","Concordia Nebraska Bulldogs",67.3780333333333
"Gianna Corbitt","Chattanooga Mocs",67.3743833333334
"Sumayah Sugapong","UC San Diego Tritons",67.3556333333333
"Kilyn McGuff","Butler Bulldogs",67.3450166666667
"Bella Smuda","Liberty Flames",67.3291833333334
"Hannah Spitzley","Western Michigan Broncos",67.3286
"Sydney Affolter","Iowa Hawkeyes",67.3118
"Temira Poindexter","Kansas State Wildcats",67.3079333333333
"Kennedy Harris","George Mason Patriots",67.3001666666667
"Kara Dunn","Georgia Tech Yellow Jackets",67.2994666666667
"Truitt Reilly","San Diego Toreros",67.2978333333334
"Teneisia Brown","Fairleigh Dickinson Knights",67.2913166666667
"Jaiden Ross","Webber International Warriors",67.2765833333334
"Mireia Aguado","Texas A&M-Corpus Christi Islanders",67.2704
"Jaaucklyn Moore","North Texas Mean Green",67.26505
"Jailyn Banks","Belmont Bruins",67.2402666666666
"Paris Bradley","Louisiana Tech Lady Techsters",67.24
"Nevaeh Jackson","Valparaiso Beacons",67.2387333333334
"Destiny Adams","Rutgers Scarlet Knights",67.23815
"Ioanna Krimili","California Golden Bears",67.2364833333334
"Gracie Gallegos","UC San Diego Tritons",67.2315333333333
"Brianne Foley","Johnson & Wales (RI) Griffins",67.2222833333333
"Lashae Dwyer","St. John's Red Storm",67.2004
"Teresa Seppala","Siena Saints",67.1957666666667
"Taryn Barbot","Charleston Cougars",67.1795333333334
"Georgia Woolley","Syracuse Orange",67.1785666666666
"Emma Koons","Ohio Christian Trailblazers",67.1736666666667
"Sydney Shaw","West Virginia Mountaineers",67.1438
"Jade Weathersby","UAB Blazers",67.1415333333334
"Alyssa Hargrove","New Mexico Lobos",67.1269333333333
"Josie Hill","Chicago State Cougars",67.1249833333333
"Enjulina Gonzalez","Miami (OH) RedHawks",67.1013
"Sabou Gueye","Florida A&M Rattlers",67.09455
"Kyrah Daniels","Missouri State Lady Bears",67.0903
"Evangelia Paulk","Wofford Terriers",67.0896666666667
"Loyal McQueen","Clemson Tigers",67.0871166666667
"Tahlia White","Utah Valley Wolverines",67.0807833333333
"Zanai Jones","SMU Mustangs",67.0768833333334
"Mya Babbitt","Kent State Golden Flashes",67.0767833333333
"Teya Sidberry","Boston College Eagles",67.0648833333333
"Zada Porter","App State Mountaineers",67.0604
"Elle Ladine","Washington Huskies",67.0530333333334
"Jade Upshaw","Central Arkansas Sugar Bears",67.0481833333333
"Madison Hayes","NC State Wolfpack",67.0464666666666
"Morgan Callahan","North Carolina Central Eagles",67.0430666666667
"Samiyah Nasir","Shepherd Rams",67.02485
